name,address,city,state,postal_code,latitude,longitude,stars,review_count,weekday_hours,weekend_hours,RestaurantsDelivery,OutdoorSeating,BusinessAcceptsCreditCards,BikeParking,RestaurantsPriceRange2,RestaurantsTakeOut,Caters,RestaurantsReservations,GoodForKids,RestaurantsGoodForGroups,HasTV,WiFi_'no',WiFi_'paid',WiFi_None,WiFi_u'free',WiFi_u'no',WiFi_u'paid',Alcohol_'full_bar',Alcohol_'none',Alcohol_None,Alcohol_u'beer_and_wine',Alcohol_u'full_bar',Alcohol_u'none',RestaurantsAttire_'dressy',RestaurantsAttire_'formal',RestaurantsAttire_None,RestaurantsAttire_u'casual',RestaurantsAttire_u'dressy',RestaurantsAttire_u'formal',NoiseLevel_'loud',NoiseLevel_'quiet',NoiseLevel_'very_loud',NoiseLevel_None,NoiseLevel_u'average',NoiseLevel_u'loud',NoiseLevel_u'quiet',NoiseLevel_u'very_loud',categories_list
360 St. Louis,1 S Broadway,Saint Louis,MO,63102,38.6253789,-90.1911376,4.0,717,39.0,16.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['American (New)', 'Bars', 'Tapas Bars', 'Lounges', 'Nightlife']"
Moon Frog Arepas,412 N Florida Ave,Tampa,FL,33602,27.9480788,-82.4571291,5.0,16,43.0,0.0,1,1,1,1,2.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Food Trucks', 'Local Flavor', 'Gluten-Free', 'Latin American', 'Juice Bars & Smoothies', 'Venezuelan']"
Teddy's By The Sea,5096 Carpinteria Ave,Carpinteria,CA,93013,34.3982067,-119.5171377,4.5,444,49.0,18.0,1,1,1,1,2.0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Nightlife', 'Seafood', 'Bars', 'Cocktail Bars', 'Burgers', 'Fish & Chips', 'Sandwiches']"
Blume,1500 Locust St,Philadelphia,PA,19102,39.948408124,-75.1668265834,2.5,168,18.0,18.0,1,1,1,1,2.0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Cocktail Bars', 'Nightlife', 'Bars', 'American (New)']"
Will’s + Bill’s Brewery and Restaurant,324 Swedesford Rd,Berwyn,PA,19312,40.0696387843,-75.4442427596,4.5,5,32.0,17.0,1,1,1,1,2.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Seafood', 'Breweries', 'Burgers']"
Bonte Wafflerie & Cafe,1315 Walnut St,Philadelphia,PA,19107,39.9491826,-75.162953,3.5,8,43.0,18.0,1,1,1,0,1.0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Desserts', 'Coffee & Tea', 'Sandwiches', 'Bakeries', 'Belgian']"
Golomein Noodle House,3696 97 Street NW,Edmonton,AB,T6E 5S8,53.4720691,-113.4805395,4.5,13,9.0,17.0,1,1,0,1,2.0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,['Noodles']
Jilly's Cupcake Bar & Café,8509 Delmar Blvd,St. Louis,MO,63124,38.6611563,-90.3563168,3.5,467,39.0,16.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Bakeries', 'Cupcakes', 'Desserts', 'American (New)', 'Cafes', 'Ice Cream & Frozen Yogurt']"
Route 352 Diner,"4233 Edgmont Ave, Ste A",Brookhaven,PA,19015,39.874074,-75.3901747,3.5,31,40.0,16.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['Diners', 'Italian', 'Breakfast & Brunch', 'American (New)', 'Seafood']"
Azucar Morena,906 Carrollton Ave,Indianapolis,IN,46202,39.7799969,-86.1437581,4.5,47,43.0,18.0,1,0,0,0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Latin American', 'Venezuelan', 'Juice Bars & Smoothies']"
Clanks Pizza Bar,326 Market St,Marcus Hook,PA,19061,39.8151304247,-75.4137390107,4.0,23,40.0,16.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Sandwiches', 'Chicken Wings', 'Pizza']"
Dairy Queen Grill & Chill,1209 Gallatin Pike S,Madison,TN,37115,36.2474772841,-86.720298756,3.5,14,43.0,18.0,1,1,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Desserts', 'Fast Food', 'Burgers', 'Ice Cream & Frozen Yogurt']"
Uptown Sports Bar and Grill,3629 Prytania St,New Orleans,LA,70115,29.926071,-90.094031,3.0,30,45.0,18.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Nightlife', 'Barbeque', 'Italian', 'Pizza', 'Chicken Wings', 'Bars', 'Sandwiches', 'Sports Bars']"
Gigi's Kitchen Bakery And Cafe,"330 Franklin Rd, Ste 906D",Brentwood,TN,37027,36.0265724,-86.7899384,3.5,28,40.0,16.0,1,0,1,1,2.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Cupcakes', 'Bakeries', 'Patisserie/Cake Shop', 'Desserts', 'Cafes']"
Simply Asian Salads,5717 Gunn Hwy,Tampa,FL,33625,28.0629,-82.54289,4.5,10,37.0,19.0,1,1,1,1,2.0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,['Salad']
Frog & Firkin,874 E University Blvd,Tucson,AZ,85719,32.2314846722,-110.9582967684,3.5,414,40.0,14.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['Bars', 'American (Traditional)', 'Pizza', 'Nightlife', 'Pubs', 'Burgers', 'American (New)']"
China Express,919 Lithia Pinecrest Rd,Brandon,FL,33511,27.924556,-82.269588,3.5,49,40.0,20.0,1,1,1,1,2.0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"['Chinese', 'Food Delivery Services', 'Szechuan']"
Columns Lounge,400 S 14th St,Saint Louis,MO,63103,38.6243154011,-90.2020538278,2.0,5,43.0,18.0,0,0,1,0,2.0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Nightlife', 'Bars']"
Sakana Omakasè Sushi,"616 S 2nd St, Fl 1",Philadelphia,PA,19147,39.9406940077,-75.1459503023,4.5,157,43.0,9.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['Sushi Bars', 'Japanese']"
Carrabba's Italian Grill,10110 US Hwy 19 N,Port Richey,FL,34668,28.3044046,-82.7020432,3.5,97,43.0,18.0,1,1,1,1,2.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Seafood', 'Bars', 'Italian', 'Nightlife', 'Wine Bars']"
Plum Good,530 W Plumb Ln,Reno,NV,89509,39.5053813,-119.8160245,3.5,25,45.0,9.0,1,1,1,0,1.0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"['Ice Cream & Frozen Yogurt', 'Salad', 'Soup']"
Yuki's Sushi and Japanese,2962 N Campbell Ave,Tucson,AZ,85719,32.2603755,-110.9426344,4.0,34,50.0,10.0,1,1,1,0,2.0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['Japanese', 'Sushi Bars']"
Moe's Southwest Grill,13012 US Highway 301 S,Riverview,FL,33578,27.7979399347,-82.3339734481,2.5,24,50.0,20.0,1,0,1,0,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Mexican', 'Tex-Mex']"
Domino's Pizza,"10420 N La Canada Dr, Ste 140",Oro Valley,AZ,85737,32.395867,-110.993893,2.5,23,45.0,18.0,1,1,1,1,1.0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Chicken Wings', 'Sandwiches', 'Pizza']"
Three Carrots,222 E Market St,Indianapolis,IN,46204,39.768782,-86.153536,4.5,294,47.0,9.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Vegetarian', 'Food Stands', 'Vegan']"
Jersey Mike's Subs,3250 Fashion Center Blvd,Christiana,DE,19702,39.671334,-75.648765,3.0,19,43.0,18.0,1,1,0,0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Fast Food', 'Sandwiches', 'Delis']"
Tapa Vino,11011 Jasper Avenue,Edmonton,AB,T5K 0K6,53.5407042,-113.5109845,3.5,20,43.0,9.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Wine Bars', 'Tapas Bars', 'Nightlife', 'Bars', 'Mediterranean']"
San Lucas Pizzeria,2000 S Bouvier St,Philadelphia,PA,19145,39.9262902,-75.1754459,4.5,27,44.0,17.0,1,1,1,0,1.0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Pizza', 'Cheesesteaks', 'Italian', 'Mexican']"
Carmelo's Pizza,116 E Philadelphia Ave,Boyertown,PA,19512,40.3321892,-75.636061,3.5,12,43.0,18.0,1,0,0,0,2.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,['Pizza']
Slice Masters NY Pizzeria,4538 W Village Dr,Tampa,FL,33624,28.0728436,-82.5222071,4.0,88,45.0,18.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['Pizza', 'Italian']"
Sushi Alive,15451 N Dale Mabry Hwy,Tampa,FL,33618,28.092476,-82.501352,4.5,138,46.0,19.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,['Sushi Bars']
Eat New Orleans,900 Dumaine St,New Orleans,LA,70116,29.9608254,-90.0652429,4.0,896,18.0,16.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Cajun/Creole', 'Breakfast & Brunch', 'Soul Food']"
Trader Dick's,"John Ascuaga's Nugget, 1100 Nugget Ave",Sparks,NV,89431,39.5404854532,-119.7483949,2.5,28,18.0,18.0,1,1,1,0,2.0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,['Asian Fusion']
Tomatillo's,437 Esplanade Ave,New Orleans,LA,70116,29.9618652,-90.0576776,3.0,6,45.0,18.0,1,1,1,0,3.0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Mexican', 'Latin American']"
McDonald's,126 N Mount Juliet Rd,Mt Juliet,TN,37122,36.1733504397,-86.5138994157,1.5,13,40.0,16.0,1,1,1,0,1.0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Burgers', 'Fast Food', 'Coffee & Tea']"
Healthy & Fresco,21539 Village Lakes Shopping Ctr Dr,Land o Lakes,FL,34639,28.191124,-82.459447,4.0,48,45.0,9.0,1,1,1,1,2.0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Salad', 'Sandwiches', 'Vegetarian', 'Gluten-Free', 'Wraps']"
Naples At The Warehouse,2 S Main St,Mullica Hill,NJ,08062,39.7356013,-75.2249795,3.5,95,36.0,18.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Italian', 'Sandwiches', 'Pizza']"
Palace of the Orient,10425 Park Blvd,Seminole,FL,33772,27.84003,-82.783571,3.0,10,45.0,18.0,1,1,1,0,2.0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"['Chinese', 'Vegetarian', 'Beer', 'Wine & Spirits']"
McDonald's,10 S Blackhorse Pike,Williamstown,NJ,08094,39.6892475323,-74.9919911369,2.5,9,35.0,14.0,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Coffee & Tea', 'Burgers', 'Fast Food']"
Casa Valencia,2660 N Campbell Ave,Tucson,AZ,85719,32.255573,-110.9435384,3.5,67,45.0,18.0,1,1,1,1,2.0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Mexican', 'Seafood']"
Oyster House,1516 Sansom St,Philadelphia,PA,19102,39.9502216,-75.166553,4.0,1407,40.0,10.0,1,1,1,1,3.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Steakhouses', 'Seafood']"
Milk Bar,1514 Delachaise St,New Orleans,LA,70115,29.9268149,-90.0921295,4.5,201,40.0,0.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,['Sandwiches']
Applebee's Grill + Bar,3600 S State Route 159,Glen Carbon,IL,62034,38.776951,-89.95466,3.0,28,44.0,19.0,1,1,1,1,2.0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Burgers', 'Nightlife', 'Sports Bars', 'Bars', 'American (Traditional)', 'Steakhouses', 'Chicken Wings']"
Daddy’s Dogs,107 4th Ave N,Nashville,TN,37201,36.1613243,-86.7776158,4.0,41,16.0,8.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Food Stands', 'Fast Food', 'Food Trucks', 'Hot Dogs', 'American (New)']"
Shula Burger,500 S Howard Ave,Tampa,FL,33606,27.9395733,-82.4826726,4.0,169,44.0,17.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,['Burgers']
Pete & Shorty's,7402 49th St N,Pinellas Park,FL,33781,27.8395561,-82.7012814,3.5,146,44.0,18.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Seafood', 'Diners', 'Beer', 'Wine & Spirits', 'Comfort Food', 'American (Traditional)', 'Chicken Wings', 'Burgers']"
The Shed,1010 La Pointe,Boise,ID,83706,43.6086473424,-116.2127621812,4.0,140,40.0,14.0,1,1,1,1,2.0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"['American (Traditional)', 'Nightlife', 'Bars', 'Wraps', 'Burgers', 'Comfort Food']"
Church's Chicken,7215 Natural Bridge Rd,Normandy,MO,63121,38.702302,-90.2932228,1.0,9,45.0,18.0,1,0,0,0,2.0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Fast Food', 'Breakfast & Brunch', 'Chicken Wings', 'Chicken Shop']"
Yokohama,67 N Madison Ave,Greenwood,IN,46142,39.616469,-86.1103541,4.5,128,43.0,18.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Japanese', 'Sushi Bars', 'Chinese']"
Old Nelson Food Company,"2955 Market St, Ste 103",Philadelphia,PA,19104,39.9557501,-75.1819889,3.5,13,45.0,16.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Soup', 'Salad', 'Coffee & Tea', 'Sandwiches']"
East Front Cafe,13 E Front St,Trenton,NJ,08691,40.219048,-74.765412,4.5,46,40.0,0.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Cafes', 'Delis', 'Coffee & Tea']"
Plaza Garibaldi,935 Washington Ave,Philadelphia,PA,19147,39.9368243,-75.1593731,3.5,78,40.0,16.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,['Mexican']
Harvey's Sandwich & Salads,33839 US Hwy 19 N,Palm Harbor,FL,34684,28.0797134942,-82.73766179,4.5,68,45.0,20.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['Salad', 'Sandwiches']"
Appalachian Brewing,142 E Market St,West Chester,PA,19382,39.9607952311,-75.6017864126,3.5,15,34.0,18.0,0,0,0,0,2.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Breweries', 'Pubs', 'Brewpubs', 'Bars', 'Tapas/Small Plates', 'Nightlife', 'American (Traditional)']"
Germantown Cafe East,501 Main St,Nashville,TN,37206,36.1730529,-86.7650823,4.0,14,45.0,18.0,1,1,1,0,2.0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['American (New)', 'French']"
Safron's Caribbean Delight,8307 118 Avenue NW,Edmonton,AB,T5B 3C2,53.5702228,-113.4697303,4.5,6,43.0,18.0,1,1,0,1,2.0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,['Caribbean']
Open Fire Grilled Brazilian,,Tampa,FL,33625,28.0684157,-82.5564559,5.0,50,45.0,9.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Food Trucks', 'Party & Event Planning', 'Brazilian']"
Ruth's Chris Steak House,220 N Gulph Rd,King of Prussia,PA,19406,40.0859047592,-75.3970214725,3.5,192,47.0,19.0,1,1,1,1,3.0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Wine Bars', 'Seafood', 'Steakhouses', 'Bars', 'Nightlife', 'Cajun/Creole']"
Saucy Dogs-Burgers-Tenders,1456 Bass Pro Dr,Saint Charles,MO,63301,38.771747,-90.499095,4.0,49,49.0,20.0,1,1,0,0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Burgers', 'Chicken Wings', 'Hot Dogs']"
McDonald's,9870 US Hwy 301,Riverview,FL,33569,27.8556681754,-82.3261072487,2.5,29,35.0,14.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Fast Food', 'Burgers', 'Coffee & Tea']"
Kelly's Cajun Grill,"5870 East Broadway Blvd, FC 0528",Tucson,AZ,85711,32.2198444,-110.8655177,2.0,13,45.0,17.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Cajun/Creole', 'Asian Fusion']"
Meze 119,119 2nd St N,St. Petersburg,FL,33701,27.7724168,-82.635294,4.0,312,36.0,18.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Vegetarian', 'Middle Eastern', 'Tapas/Small Plates']"
Publicity,7073 Hwy 70 S,Bellevue,TN,37221,36.0739499,-86.9194618,4.0,233,45.0,18.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Burgers', 'Gastropubs', 'Fish & Chips', 'American (New)', 'Desserts', 'American (Traditional)']"
Mazzanti's Market,320 Lincoln Ave,Bristol,PA,19007,40.1020468,-74.8473834,5.0,74,32.0,8.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,['Delis']
Maggie's Lunchbox,867 Horan Dr,Fenton,MO,63026,38.5386937,-90.4584189,4.5,86,39.0,0.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,['American (Traditional)']
Turkish Kabob House,613 S 4th St,Philadelphia,PA,19147,39.9412037996,-75.1493440423,3.0,5,40.0,16.0,0,0,1,0,2.0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Turkish', 'Middle Eastern', 'Mediterranean', 'Wraps']"
Baja Dogs,Nw Corner of 4th Ave & 7th St,Tucson,AZ,85705,32.2264195,-110.9655833,4.5,8,18.0,9.0,1,1,1,1,1.0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Hot Dogs', 'Mexican']"
Corporal Dee BBQ,4601 W Lincoln Hwy,Downingtown,PA,19335,40.0000131,-75.7275471,4.0,51,18.0,18.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Food Trucks', 'Barbeque']"
Sportsbeat Pub & Cafe,3330 Ridgelake Dr,Metairie,LA,70002,30.0101262,-90.1535946,4.0,17,40.0,16.0,0,1,1,1,1.0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['Bars', 'Sandwiches', 'Sports Bars', 'Nightlife', 'Cocktail Bars', 'Burgers']"
Wendy's,180 West Swedesford Road,Devon,PA,19333,40.0708863,-75.4409138,2.0,20,50.0,20.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['Fast Food', 'Burgers']"
Carl's Jr,7 S Milpas St,Santa Barbara,CA,93103,34.421637097,-119.6784399163,3.5,18,40.0,16.0,1,1,1,1,1.0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Burgers', 'Fast Food']"
Panaderia Las Palomas,814 S Wells Ave,Reno,NV,89502,39.517848,-119.802828,4.0,72,41.0,16.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Bakeries', 'Mexican']"
The Hideaway Downtown,1120 E Kennedy Blvd,Tampa,FL,33602,27.951203,-82.448718,3.0,23,32.0,16.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"['Bars', 'Sushi Bars', 'Nightlife']"
Taco Bell,10795 State Road 54,New Port Richey,FL,34653,28.1937110745,-82.6353524253,3.5,9,45.0,18.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Tacos', 'Tex-Mex', 'Breakfast & Brunch', 'Mexican', 'Fast Food']"
High & Dry Grill,61 Causeway Blvd,Dunedin,FL,34698,28.0561887448,-82.8071894869,4.0,55,50.0,20.0,1,1,1,1,1.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Active Life', 'Shaved Ice', 'Beer Bar', 'American (New)', 'Nightlife', 'Sandwiches', 'Bars', 'Beaches', 'Local Flavor', 'Tiki Bars', 'American (Traditional)']"
Fatboyz Donairs,550 Clareview Road NW,Edmonton,AB,T5A 4H2,53.5940098,-113.3849713,3.5,8,45.0,18.0,1,1,0,0,1.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Burgers', 'Pizza']"
Fat Louie's,525 Beckett Rd,Logan Township,NJ,08085,39.7596511917,-75.3546506166,3.5,16,45.0,18.0,1,1,1,1,2.0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Sandwiches', 'Breakfast & Brunch']"
O+O Pizza,102 W Lockwood Ave,St. Louis,MO,63119,38.5928512,-90.3591031,3.5,38,43.0,18.0,0,1,0,0,2.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Bars', 'Pizza', 'Nightlife', 'Italian']"
Our Houz Soul Cafe,8405 N Himes Ave,Tampa,FL,33614,28.0262231,-82.5003765,4.0,23,25.0,9.0,1,1,1,1,2.0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Breakfast & Brunch', 'Soul Food', 'Mexican', 'Tacos', 'American (Traditional)']"
Cracker Barrel Old Country Store,3454 Percy Priest Dr,Nashville,TN,37214,36.1539395913,-86.6267969139,3.0,122,39.0,16.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['African', 'Breakfast & Brunch', 'Comfort Food', 'American (Traditional)', 'Southern']"
