name,address,city,state,postal_code
Nitty's Tavern,1720 W Moyamensing Ave,Philadelphia,PA,19145
Umai Japanese Restaurant,220 Pennbrook Pkwy,Lansdale,PA,19446
Fame Dish,"1400 Parkway Ave, Unit A3",Ewing,NJ,08628
Great Harvest,125 W Argonne Dr,Kirkwood,MO,63122
Pizza Hut,"3220 Lithia Pinecrest Rd, Ste 101",Valrico,FL,33594
Gordon's,5316 Mt View Rd,Nashville,TN,37013
KFC,880 W 5th St,Reno,NV,89503
Don Gusto P.J,3960 S Meridian St,Indianapolis,IN,46217
The Shore Room,One S Lake St,Reno,NV,89501
Sweet Things & Grill,806 Conti St,New Orleans,LA,70112
Monarch Restaurant & Wine Bar,7401 Manchester Rd,Saint Louis,MO,63143
El Cantinflas,110 W Dauphin St,Philadelphia,PA,19133
Ed's Fish & Pizza House,1801 Db Todd Jr Blvd,Nashville,TN,37208
RAW at the Piazza,1050 N Hancock St,Philadelphia,PA,19123
Baklava Cafe,627 South St,Philadelphia,PA,19147
Popeyes Louisiana Kitchen,122 W Chelten Ave,Philadelphia,PA,19144
Kumars Restaurant,36 N Wood River Ave,Wood River,IL,62095
The Freshworks of Audubon,219 S White Horse Pike,Audubon,NJ,08106
Dragon's Palace,8576 E Broadway Blvd,Tucson,AZ,85710
Primary Plant Based,56 S 2nd St,Philadelphia,PA,19106
MOD Pizza,1090 E Lancaster Ave,Downingtown,PA,19335
Cafe B,"2700 Metairie Rd, Ste A",Metairie,LA,70001
Blackwater Grille,9610 Gulf Blvd,Treasure Island,FL,33706
Taco Express Mexican Grill,"624 Grassmere Park, Ste 3",Nashville,TN,37211
Sleeping Bird Coffee,3111 Miller Rd,Wilmington,DE,19802
Subs N Such,14603 Livingston Ave,Lutz,FL,33559
PJ's Coffee,5432 Magazine St,New Orleans,LA,70115
Seminole Heights General Store,5420 N Florida Ave,Tampa,FL,33604
PDQ Westchase,8730 W Linebaugh Ave,Tampa,FL,33625
Nirvana Cafe & Juice Bar,15024 Madeira Way,Madeira Beach,FL,33708
Toscana,127 Bridgeton Pike,Mullica Hill,NJ,08062
Altamiranos Restaurant,5838 Hollister Ave,Goleta,CA,93117
Chili's,2322 W End Ave,Nashville,TN,37203
F2R Fitness Bar at Fit2Run,2223 N West Shore Blvd,Tampa,FL,33607
Johnny G's Famous Pizzas & Tomato Pies,808 2nd  Street Pike,Southampton,PA,18966
Wingstop,129 Los Altos Pkwy,Sparks,NV,89436
The Pourhouse Bistro & Taproom,10354 82nd Avenue,Edmonton,AB,T6E 1Z8
Hardee's,110 Haywood Ln,Antioch,TN,37013
Potbelly Sandwich Shop,4738 N Dale Mabry Hwy,Tampa,FL,33614
Frankie's Fellini Cafe,678 Lancaster Ave,Berwyn,PA,19312
Dino's Backstage,287 N Keswick Ave,Glenside,PA,19038
Fork + Ale House,"350 Veterans Way, Ste 150",Carmel,IN,46032
More Italian Pizza Bistro,"2498 W Brandon Blvd, Ste B",Brandon,FL,33511
Mity Nice Cafe,"3700 Ulmerton Rd, Ste 105",Clearwater,FL,33762
El Patron,3109 Jean Lafitte Pkwy,Chalmette,LA,70043
Seven Brothers Pizzeria,1310 South Broad St,Trenton,NJ,08610
Hilton Philadelphia City Avenue,4200 City Ave,Philadelphia,PA,19131
Le Peep,"5133 Harding Pike, Ste B6",Nashville,TN,37205
Icons Sports Pub,1003 E Main St,Norristown,PA,19401
Bu Da Lounge,148 E Market St,Indianapolis,IN,46204
Completely Sauced,,Saint Louis,MO,
The Egg Factory,8061 Fairview Ave,Boise,ID,83704
The People's Perogy,13645 149 Street,Edmonton,AB,T5L 2T3
Asian Wok,312 W Swedesford Rd,Berwyn,PA,19312
Hungry Devils,,Reno,NV,89502
Red Zone Sports Bar & Grill,506 Bethel Ave Upper Chichester,Aston,PA,19014
Antoine's Famous Cakes & Pastries,1300 Stumpf Blvd,Gretna,LA,70053
Red Robin Gourmet Burgers and Brews,211 W Parkcenter Blvd,Boise,ID,83706
Amrutha Cuisine,2510 E Grant Rd,Tucson,AZ,85716
Great Taste Chinese Restaurant,"14160 Mundy Dr, Ste 600",Noblesville,IN,46060
Burger King,19110 S I-19 Frontage Rd,Green Valley,AZ,85614
Dairy Queen,3826 English Ave,Indianapolis,IN,46201
Wings To Go - Downingtown,3925 W Lincoln Hwy,Downingtown,PA,19335
Bistro 215,3821 Green Hills Village Dr,Nashville,TN,37215
R&R BBQ,"3680 E Fairview Ave, Ste 110",Meridian,ID,83642
Ashley's Café,4280 Township Line Rd,Schwenksville,PA,19473
Frida Cantina,1000 Wolf St,Philadelphia,PA,19148
ShopRite of Sewell,382 Egg Harbor Rd,Sewell,NJ,08080
Commandough's,5841 Gall Blvd,Zephyrhills,FL,33542
McDonald's,1515 Johnson Rd,Granite City,IL,62040
Riverside Diner,8129 Reilly Ave,St Louis,MO,63111
Arisu,1018-1064 West Skippack Pike,Blue Bell,PA,19422
Guillory's Deli & Tamales,3708 Derbigny St,Metairie,LA,70001
Victory Brewing Company Kennett Square,650 W Cypress St,Kennett Square,PA,19348
Hotel Le Marais,717 Conti St,New Orleans,LA,70130
Blake's On Poydras,920 Poydras St,New Orleans,LA,70112
Moonshine Philly,1825 E Moyamensing Ave,Philadelphia,PA,19148
Del Taco,2920 Northtowne Ln,Reno,NV,89512
Uptown Flavors,16 S Keim St,Pottstown,PA,19464
Tony Roni's,1121 N Bethlehem Pike,Spring House,PA,19477
Chad's,216 W Cabrillo Blvd,Santa Barbara,CA,93101
Dat Dog,601 Frenchmen St,New Orleans,LA,70116
Garden Fresh Produce & Deli,2244 Fairmount Ave,Philadelphia,PA,19130
Pizza Yeah,360 N Oxford Valley Rd,Langhorne,PA,19047
Silver Sands Cafe,937 Locklayer St,Nashville,TN,37208
Bottom of the Sea,700 N 43rd St,Philadelphia,PA,19104
Penn Station,6810 S Emerson Ave,Indianapolis,IN,46237
Hanamura,901 Embarcadero Del Mar,Isla Vista,CA,93117
Prime 47,47 S Pennsylvania St,Indianapolis,IN,46204
Freddy's Frozen Custard & Steakburgers,2084 Sproul Rd,Broomall,PA,19008
Pho Street,204 Baltimore Pike,Springfield,PA,19064
Spicy Affair,1427 Kings Hwy,Swedesboro,NJ,08085
R&R BBQ,"150 N 8th St, Ste 220",Boise,ID,83702
Nori Ramen & Poke Bowl,9475 Roosevelt Blvd,Philadelphia,PA,19114
The Battery,615 Channelside Dr,Tampa Bay,FL,33602
Wine Thief,7152 Germantown Ave,Philadelphia,PA,19119
New Golden House,5833 Germantown Ave,Philadelphia,PA,19144
Waffle House,560 Sam Ridley Pkwy W,Smyrna,TN,37167
Crossroads Cafe,4155 Boulevard Pl,Indianapolis,IN,46208
Chick-fil-A,4125 Lemay Ferry Rd,St. Louis,MO,63129
Corky's Ribs & BBQ,100 Franklin Rd,Brentwood,TN,37027
China King,2211 Barataria Blvd,Marrero,LA,70072
Congreso Cubano,,New Orleans,LA,70117
The Nest: A Stay and Play Creative Cafe,10440 German Blvd,Saint Louis,MO,63131
La Sushi,712 W Girard Ave,Philadelphia,PA,19123
Hot Spot Cafe,"3327 N Eagle Rd, Ste 165",Meridian,ID,83642
Wendy's,1101 Walnut St,Philadelphia,PA,19107
The Silly Goose,1888 Eastland Ave,Nashville,TN,37206
Super Buffet,11227 Park Blvd,Seminole,FL,33772
Central Pizza & Subs,6405 Central Ave,Saint Petersburg,FL,33710
Wok Box,"West Edmonton Mall, 8882 170 Street NW Phase 1 & 3",Edmonton,AB,T5T 4J2
Taco Bell,1110 Hurffville Rd,Deptford,NJ,08096
Catello’s Italian Art Cuisine - Indianapolis,4901 E 82nd St,Indianapolis,IN,46250
Far East Descendant,251 N Clarion St,Philadelphia,PA,19107
Pine State Biscuits - Reno,200 S Center St,Reno,NV,89501
Hidden Bistro,"2999 S Virginia St, 2nd floor, Inside European fitness",Reno,NV,89502
River's View Thai,11218 Casa Loma Dr,Riverview,FL,33569
Mandarin House,3 W Girard Ave,Philadelphia,PA,19123
Isushi Cafe,820 E 116th St,Carmel,IN,46032
Bum Steer,1910 N Stone Ave,Tucson,AZ,85705
Radosta's Restaurant,249 Aris Ave,Metairie,LA,70005
Norkys,"5610 Hanley Rd, Ste 110",Tampa,FL,33634
Filiberto's,4110 E 22nd St,Tucson,AZ,85711
Plow and Anchor,43 E 9th St,Indianapolis,IN,46204
El Rustico,2281 N Oracle Rd,Tucson,AZ,85705
Hai Woon Dai,2051 Antioch Pike,Antioch,TN,37013
Golden Corral Buffet & Grill,2904 Rt #130 North,Delran,NJ,08075
Which Wich,4335 W 106th St,Carmel,IN,46032
Neshaminy Mall,707 Neshaminy Mall,Bensalem,PA,19020
St. Charles Lanes,2187 1st Capitol Dr,Saint Charles,MO,63301
B & C Melrose BBQ,2617 Franklin Pike,Nashville,TN,37204
Jersey Mike's Subs,247 West Main St,Hendersonville,TN,37075
The Bombay Club,830 Conti St,New Orleans,LA,70112
Perkasie Pizza & Pasta,615 W Market St,Perkasie,PA,18944
The Loading Dock East,733 Porter Rd,Nashville,TN,37206
No 1 China,1844 Delmar Dr,Folcroft,PA,19032
Tim Hortons,13015 118 Avenue NW,Edmonton,AB,T5L 2L3
Hugo's Pizzeria,3135 Olive St,St. Louis,MO,63103
Growler's Pizza Grill,9931 W Cable Car St,Boise,ID,83709
McGuinn's Place,1781 Brunswick Ave,Trenton,NJ,08648
The Lake House Inn,1100 Old Bethlehem Rd,Perkasie,PA,18944
TallBoys,201 N Court Ave,Tucson,AZ,85701
El Chapin,802 Lamberton St,Trenton,NJ,08611
McDonald's,9725 Pyramid Way,Spanish Springs,NV,89441
Haggen Food & Pharmacy,8740 E Broadway,Tucson,AZ,85710
Delightful Garden,906 Arch St,Philadelphia,PA,19107
Temptations Banquet Facility,220 W Chelten Ave,Philadelphia,PA,19144
Yanako,4345 Main St,Philadelphia,PA,19127
Burger King,381 W Dekalb Pike,King Of Prussia,PA,19406
Port of Subs,1664 N Virginia St,Reno,NV,89503
Lefty's Fried Rice,3000 S Jefferson Ave,St. Louis,MO,63118
California Pasta,"811 State St, Ste B",Santa Barbara,CA,93101
Creations Frozen Yogurt,5028 W Esplanade Ave,Metairie,LA,70006
Carl's Jr,1320 N Eagle Rd,Meridian,ID,83642
Tortas Guicho Dominguez y El Cubanito,641 Virginia Ave,Indianapolis,IN,46203
Nourish Juice Bar & Cafe,148 W State St,Kennett Square,PA,19348
Casbah Tea House,628 N 4th Ave,Tucson,AZ,85705
Elegy Coffee,2909A Gallatin Pike,Nashville,TN,37216
Tiffany's Bakery,1001 Market St,Philadelphia,PA,19107
Urban Diner II,8715 - 109 Street,Edmonton,AB,T6G 2L5
Weber's,105 S White Horse Pike,Stratford,NJ,08084
Cafe Antonio,107 E Trenton Ave,Morrisville,PA,19067
St. Louis Coffee Oasis & Mediterranean Café,8 S Euclid Ave,Saint Louis,MO,63108
Mary Brown's Famous Chicken and Taters,14969 Stony Plain Road,Edmonton,AB,T5P 4W1
Publix Super Markets,9201 Oakhurst Rd,Seminole,FL,33776
Diablos Smoke House,2330 Haverford Rd,Ardmore,PA,19003
Pasta Via,824 Fayette St,Conshohocken,PA,19428
IHOP,11237 Saint Charles Rock Rd,Bridgeton,MO,63044
Pizza King,"520 N State Rd 135, Ste S",Greenwood,IN,46142
Colosseo Pizzeria,1501 Spring Garden St,Philadelphia,PA,19130
Burger King,3009 E Busch Blvd,Tampa,FL,33612
Craft Republic,7625 N LaCholla Blvd,Tucson,AZ,85741
El Tapatio,4801 Nolensville Pike,Nashville,TN,37211
Jeppy's Pizzeria 2,448 Whitehorse Mercerville Rd,Hamilton Township,NJ,08610
Metro Diner,302 Dan Jones Rd,Plainfield,IN,46168
Lucky Chopstix,102 White Horse Rd,Voorhees Township,NJ,08043
Kumo Asian Bistro,"1460 Bethlehem Pike, Ste 200",North Wales,PA,19454
MacNasty's Sports Bar & Grill,6295 Gulf Blvd St,St. Pete Beach,FL,33706
Emily's Family Restaurant,"2609 Alt 19, Ste B",Palm Harbor,FL,34683
In the Loop Cafe,7950 Oxford Ave,Philadelphia,PA,19111
Time Out Sports Bar & Grill,111 W Market St,Troy,IL,62294
Sandbar Patio Bar & Grill,2900 Chinden Blvd,Boise,ID,83714
Bruegger's Bagels,7127 E,Tucson,AZ,85715
Hathaway's Restaurant & Lounge,10 Rt 130 N,Cinnaminson,NJ,08077
Late Harvest Kitchen,8605 River Crossing Blvd,Indianapolis,IN,46240
KFC,7605 W Hillsborough Ave,Tampa,FL,33615
Orange Blossom Cafe,"2101 Multrees Crossing, Unit 101",Dunedin,FL,34698
Brew n Burger,28530 US Hwy 19 N,Clearwater,FL,33761
Silver Mine Subs,"4280 N Oracle Rd, Ste 120",Tucson,AZ,85705
Marco's Pizza,1408 Dale Mabry Hwy,Lutz,FL,33548
Mazzaro Italian Market,14700 Terminal Blvd,Clearwater,FL,33762
Taqueria Y Antojitos La Poblanita,1640 W Brandon Blvd,Brandon,FL,33511
Good Foods To Go,201 Haddon Ave,West Berlin,NJ,08091
Old Hickory Steakhouse,2800 Opryland Dr,Nashville,TN,37214
Jakers Bar and Grill,3268 E Pine Ave,Meridian,ID,83642
Mr Ed's Oyster Bar - Bienville,512 Bienville St,New Orleans,LA,70130
Daggwood Cafe,736 E Fort Lowell Rd,Tucson,AZ,85719
Pizza King,103 S Main St,Whitestown,IN,46075
The Wheelhouse,7220 Central Ave,Saint Petersburg,FL,33707
Ousia,10846 - 82 Avenue,Edmonton,AB,T6E 2B3
Carlo's Pizza,1401 Forty Foot Rd,Kulpsville,PA,19443
Lone Star Steakhouse & Saloon,1310 Central Park Dr,O Fallon,IL,62269
Harolds Chicken Nashville,"811 Dickerson Pike, Ste B",Nashville,TN,37207
QDOBA Mexican Eats,"2663 E Main St, Ste 400",Plainfield,IN,46168
Tokyo Bistro,5024 W Esplanade Ave,Metairie,LA,70006
Peter Piper Pizza,"9545 E Old Spanish Trl, Ste 125",Tucson,AZ,85748
Arario Midtown,"777 S Center St, Ste 200",Reno,NV,89501
El Sabor De Maria,4903 N 5th St,Philadelphia,PA,19120
Big Jim's Famous Steaks Tavern & Tap,10395 Seminole Blvd,Largo,FL,33778
Tokyo Hibachi Steakhouse & Sushi Bar,"1613 Walnut St, Ste 2",Philadelphia,PA,19103
Dad's Deli & Catering,135 N Maple Ave,Marlton,NJ,08053
Blaze Pizza,2206 North Eagle Rd,Meridian,ID,83646
Smokey Joe's,3998 Lake St,Granite City,IL,62040
The Palm - Nashville,140 5th Ave S,Nashville,TN,37201
Guicho's Eatery,901 Linden Ave,Carpinteria,CA,93013
Tony's Pizza City,"901 E Willow Grove Ave, Ste A",Wyndmoor,PA,19038
McDonald's,5 W South St,Mooresville,IN,46158
A-1 Pastry Shoppe,"2919 Rte 206, Ste 612",Columbus,NJ,08022
Cello's,3401 N Hullen St,Metairie,LA,70002
The American Sector,945 Magazine St,New Orleans,LA,70130
The Concord Grill,11427 Concord Village Ave,Saint Louis,MO,63123
Casablanca Moroccan Restaurant,4010 N Dupont Hwy,New Castle,DE,19720
Chubby crab,5717 Rising Sun Ave,Philadelphia,PA,19120
China 1,1875 N Highland Ave,Clearwater,FL,33755
Quiznos,616 Olive St,Saint Louis,MO,63101
Botan Sushi,"300 State St E, Ste 110",Oldsmar,FL,34677
Streetcar Poboys & Seafood,1610 Saint Charles Av,New Orleans,LA,70130
The Perky,400 Brower Ave,Phoenixville,PA,19460
Transit Smokehouse & BBQ,12720 Fort Rd NW,Edmonton,AB,T5A 1A6
DP Dough - West Chester,7 W Gay St,West Chester,PA,19380
Bonhouse Chinese Restaurant,4713 Kirkwood Hwy,Wilmington,DE,19808
Anna's Mexican Grill,"9570 S McCarran Blvd, Ste 113",Reno,NV,89523
North Broad Seafood,1901 N Broad St,New Orleans,LA,70119
Ippolito Italian Deli,"14100 Walsingham Rd, Ste 10",Largo,FL,33774
Doliva Evoo Pizza & Grill ,1009 N Bodine St,Philadelphia,PA,19123
Famous Steak & Pizza,13128 82 Street NW,Edmonton,AB,T5E 2T5
Chickie’s & Pete’s,28 N 11th St,Philadelphia,PA,19107
Tilt Studio,1581 Voorhees Town Ctr,Voorhees,NJ,08043
Sandra Rice & Noodle,"10625 Pendleton Pike, Ste A11",Indianapolis,IN,46236
Papa John's Pizza,8955 E. 38Th St.,Indianapolis,IN,46226
Papa Chen's,2112 Memorial Blvd,Springfield,TN,37172
Wawa,350 US Route 130,Burlington,NJ,08016
Portillo's Hot Dogs,1748 W. Brandon Blvd,Brandon,FL,33511
Cafe Marcel,2281 N Oracle Rd,Tucson,AZ,85705
Bison Witches Bar & Deli,326 N 4th Ave,Tucson,AZ,85705
True Food Kitchen,3996 Hillsboro Pike,Nashville,TN,37215
Fitz's,6605 Delmar Blvd,Saint Louis,MO,63130
Penn Station,1089 Broad Ripple Ave,Indianapolis,IN,46220
Dottie's Dinette,1080 N Delaware Ave,Philadelphia,PA,19125
Olive Garden Italian Restaurant,1500 N Almonesson Rd,Deptford Township,NJ,08096
Love's Artifacts Bar and Grille,4914 S Macdill Ave,Tampa,FL,33611
Original Pasquale's,997 E County Line Rd,Greenwood,IN,46143
Playa Bowls,150 E Lancaster Ave,Wayne,PA,19087
Subway,5535 N Keystone Ave,Indianapolis,IN,46220
Courtside Grille,13901 9 Eagles Dr,Tampa,FL,33626
Sunrise Restaurant,4313 Jeffco Blvd,Arnold,MO,63010
Denny's,10803 104th Ave NW,Edmonton,AB,T5J 4Z5
Ritz Diner,8000 Roosevelt Blvd,Philadelphia,PA,19152
Fred and Ricky's Plant Delicious Foods,11252 Olive Blvd,Creve Coeur,MO,63141
Burger King,3770 Ulmerton Rd,Clearwater,FL,33762
Nola Cookie,1961 Treasure St,New Orleans,LA,70122
Rex at the Royal,1524 S St,Philadelphia,PA,19146
Chantilly Tea Room & Gift Boutique,5185 N Genematas Dr,Tucson,AZ,85704
ShopRite of Drexeline,5000 State Rd,Drexel Hill,PA,19026
Wawa,1760 W Hillsborough Ave,Tampa,FL,33603
Mandalay Grill,395 Mandalay Ave,Clearwater,FL,33767
Alex's Pizzeria,400 Leverington Ave,Philadelphia,PA,19128
Jack's Bar-B-Que,416 Broadway,Nashville,TN,37203
SK Pastrami & Things,24 S 18th St,Philadelphia,PA,19103
Aunt Berta's Kitchen,639 White Horse Pike,Haddon Township,NJ,08107
Einstein Bros. Bagels,8127 Big Bend Blvd,Webster Groves,MO,63119
Bull Durham's Texas BBQ & Steaks Saloon,1347 Wilmington Pike,West Chester,PA,19382
Main Pizza,117 Gravel Pike,Collegeville,PA,19426
Hanoi Cuisine,600 Kings Hwy N,Cherry Hill,NJ,08034
Brooklyn Tomato,8205 83rd Street,Edmonton,AB,T6C 4E3
Royal Super Buffet,"9550 US Hwy 19, Ste 1",Port Richey,FL,34668
Pho & More 2,571 Adams Ave,Philadelphia,PA,19454
Taco Bell,495 E. Wetmore Rd.,Tucson,AZ,85705
Greenleaf Juice,4930 Pennsylvania St,Indianapolis,IN,46205
SanRemo Italian Bistro,10A Perron Street,St Albert,AB,T8N 1E4
IHOP,8049 Clayton Rd,Saint Louis,MO,63117
Tarzan's Tacos,680 Robinhood Dr,Reno,NV,89509
Bar Otaku,505 12th Ave S,Nashville,TN,37203
Chili's,7997 W Franklin Rd,Boise,ID,83709
Pizza King,10615 Zionsville Rd,Zionsville,IN,46077
Gyu-Kaku Japanese BBQ,1901 Callowhill St,Philadelphia,PA,19130
McDonald's,2095 Brierley Way,Sparks,NV,89434
Wild Wings,4909 Westfield Ave,Pennsauken,NJ,08110
Vincent's Brick Oven,112 W Main St,Maple Shade Township,NJ,08052
Squatters Cafe,3524 Washington Ave,St. Louis,MO,63103
Dasiwa II,3747 Church Rd,Mount Laurel,NJ,08054
Little Caesars Pizza,118 N Raceway Rd,Avon,IN,46123
Chili's,1239 Filbert St,Philadelphia,PA,19107
Dunkin',420 Stokes Rd,Medford,NJ,08055
la 5th av tacos,1707 E Minnesota St,Indianapolis,IN,46203
Cafe Espresso,2707 S Virginia St,Reno,NV,89502
12 South Taproom & Grill,2318 12th Ave S,Nashville,TN,37204
The Dutch,1527 S 4th St,Philadelphia,PA,19147
Chic N Pig,3200 Godfrey Rd,Godfrey,IL,62035
Timothy's Irish Pub,2556 Raymond Dr,Saint Charles,MO,63301
China One,33389 US Hwy 19 N,Palm Harbor,FL,34684
Crazy Burrito,2506 W Columbus Dr,Tampa,FL,33607
Jack in the Box,101 Homer M Adams Pkwy,Alton,IL,62002
Wawa,2600 Grant Ave,Philadelphia,PA,19114
Ristorante Filippo,1917 Ridgelake Dr,Metairie,LA,70001
La Fuente Pizzateria,517 S St,Philadelphia,PA,19147
The Journey,7155 E 96th St,Indianapolis,IN,46250
Halal China Express,721 Long Ln,Upper Darby,PA,19082
Little Caesars Pizza,5538 Gall Blvd,Zephyrhills,FL,33542
Jack in the Box,9970 Kennerly Rd,Saint Louis,MO,63128
Takara Sushi,795 W Lumsden Rd,Brandon,FL,33511
Cancun Lagoon,382 Sumner Hall Dr,Gallatin,TN,37066
MoKaBe's Coffee House,3606 Arsenal St,Saint Louis,MO,63116
Shake Shack,321 Rte W 70,Marlton,NJ,08053
Urban Bite,13139 156 Street NW,Edmonton,AB,T5V 1L3
Daiq's Bar and Grill,2209 Murfreesboro Pike,Antioch,TN,37217
Michelle's Restaurant,840 W Main St,Carmel,IN,46032
Seventh Avenue Grill,7 S Lansdowne Ave,Lansdowne,PA,19050
Food Symphony Restaurant,"4001 Lapalco Blvd, Ste 5",Harvey,LA,70058
Rally's,2220 Madison Avenue,Granite City,IL,62040
Burger King,454 W Grant,Tucson,AZ,85705
No 1 China,8743 Frankford Ave,Philadelphia,PA,19136
Roscoe's Tacos,"6845 Bluff Rd, Ste 22",Indianapolis,IN,46217
Nashville Pizza And Pasta,1201 Dickerson Pike,Nashville,TN,37207
McDonald's,7901 Ulmerton Rd,Largo,FL,33771
Cafe Largo,12551 Indian Rocks Rd,Largo,FL,33774
No-1 China,7596 Haverford Ave,Philadelphia,PA,19151
Booty's Street Food,800 Louisa St,New Orleans,LA,70117
Cedars Cafe,309 Lancaster Ave,Frazer,PA,19355
Bonefish Grill,500 Rt 73 N,Marlton,NJ,08053
Dean: A Coffee Shop,"6100 Hollister Ave, Unit 1",Goleta,CA,93117
A&W,4130 Calgary Trail,Edmonton,AB,T6J 6Y6
Alpha Bakery,7120 Hwy 70 S,Nashville,TN,37221
Little Greek Fresh Grill,"3700 Ulmerton Rd, Ste 101",Clearwater,FL,33762
Jade Harbor,6863 Bustleton Ave,Philadelphia,PA,19149
63rd St Pizza,6300 Wheeler St,Philadelphia,PA,19142
Mexico Lindo,812 Court St,Clearwater,FL,33756
Morton's The Steakhouse,618 Church St,Nashville,TN,37219
Dunkin',1434 Brace Rd,Cherry Hill,NJ,08034
Taco Bell,13775 Manchester Rd,Ballwin,MO,63011
Healthy Habits Nutrition,3234 Parker Rd,Florissant,MO,63033
Dunkin',101 Route 70 E,Marlton,NJ,08053
Port of Subs,3350 S Mccarran Blvd,Reno,NV,89502
Ricky's All Day Grill,10004 21 Ave NW,Edmonton,AB,T6N 0A1
Carnival III Pizza,215 Mill St,Bristol,PA,19007
Seasons 52,"2000 Rte 38, Ste 1145",Cherry Hill,NJ,08002
Flock and Stock,615 Channelside Dr,Tampa,FL,33602
Seasons Restaurant,"1935 Mallory Ln, Ste 200",Franklin,TN,37067
Panoony's Pizza and Wings,1447 E Main St,Brownsburg,IN,46112
Azteca Mexican Restaurant,34 Western Plz,Fenton,MO,63026
Antonio's Pasta Grille,"11401 N 56th St, Ste 23",Tampa,FL,33617
Kim Son Restaurant,349 Whitney Ave,Gretna,LA,70056
Babylon Cafe,7724 Maple St,New Orleans,LA,70118
Big Jake's Bar-B-Q,201 S Kinney Rd,Tucson,AZ,85735
Magpies Gourmet Pizza,105 S Houghton Rd,Tucson,AZ,85748
BurgerMonger,903 E Bloomingdale Ave,Brandon,FL,33511
China Max,707 Neshaminy Mall,Bensalem,PA,19020
Panera Bread,5619 Concord Pike,Wilmington,DE,19803
Lucky's  Bar & Grill,579 Stewarts Ferry Pike,Nashville,TN,37214
The Eagle's Nest,1 S Capitol Ave,Indianapolis,IN,46204
MOM's Organic Market,925 Easton Rd,Roslyn,PA,19001
Paradise Bakery & Cafe,1251 US Hwy 31 N,Greenwood,IN,46142
Jubilee's BBQ,1550 66th St N,Saint Petersburg,FL,33710
El Provocon Restaurant II,141 W Wyoming Ave,Philadelphia,PA,19140
Strokers Sports Bar & Grill,30901 US Hwy 19 N,Palm Harbor,FL,34684
Bridgeport Deli,54 W 4th St,Bridgeport,PA,19405
Sonic Drive-In,7725 49th St N,Pinellas Park,FL,33781
Poke & More Canada,7256 101 Avenue NW,Edmonton,AB,T6A 0J1
Cody's Original Roadhouse,26200 US Hwy 19 N,Clearwater,FL,33761
Popeyes Louisiana Kitchen,2390 Homer M Adams Pkwy,Alton,IL,62002
Tha Joint Sushi & Grill,222 Los Altos Pkwy,Sparks,NV,89436
Argana Tree Restaurant,620 Greenwood Ave,Jenkintown,PA,19046
Pho Bang,"2245 Manhattan Blvd, Ste 101",Harvey,LA,70058
Captain D's,7075 Old Harding Pike,Bellevue,TN,37221
Dave & Buster's,10209 Estuary Lakes Dr,Tampa,FL,33619
Tiani's Pizza,5835 Memorial Hwy,Tampa,FL,33615
Guy's Gulfside Grill,6000 Gulf Blvd,St. Pete Beach,FL,33706
Sriracha,5743 Nolensville Pike,Nashville,TN,37211
Student Union Cafe,404 W Martin St,Scott AFB,IL,62225
Percy Street Barbecue,1701 John F Kennedy Blvd,Philadelphia,PA,19103
Monkey Monkey Coffee and Tea,4641 S Carrollton Ave,New Orleans,LA,70119
Porch Coffee & Market,401 2nd Ave S,Nashville,TN,37201
Original Shawarma House,"14560 Manchester Rd, Ste 29",Ballwin,MO,63011
Goose The Market,2503 N Delaware St,Indianapolis,IN,46205
Ruby's Cajun,1100 S Columbus Blvd,Philadelphia,PA,19147
Dhaba Indy,"14350 Mundy Dr, Ste 700",Noblesville,IN,46060
Medford Bagel Shop,15 Jackson Rd,Medford,NJ,08055
China Panda,6421 Rising Sun Ave,Philadelphia,PA,19111
Byblos,2020 Veterans Memorl Blvd,Metairie,LA,70002
St Anthony's Restaurant,259 W Church St,Downingtown,PA,19335
BBC Tavern and Grill,4019 Kennett Pike,Greenville,DE,19807
Yo Dogs!,1014 E Willow Grove Ave,Glenside,PA,19038
Bertha Miranda To Go & Deli,7695 S Virginia St,Reno,NV,89511
Standard Tap,901 N 2nd St,Philadelphia,PA,19123
South Street Pizzeria,1410 South St,Philadelphia,PA,19146
